Jahr,Monat,Mitarbeiter_ID,Name,Geschlecht,Einstellungsdatum,Austrittsdatum,Position,Education Level,Alter,Geburtsdatum,Gehaltsgruppe,Grundausbildung,Interne Weiterbildungen,Planstelle,Zeit bis zur Rente,Verheiratet,Kinder,Urlaubstage_genommen,Überstunden,Fehlzeiten_Krankheitstage,Abwesenheitsgrund,Jährliche Leistungsbewertung,Standort,Wechselbereitschaft,Fortbildungskosten,Anzahl Untergebene,Job Role Progression,Gehalt,Workplace Flexibility,Team Size,Coaching,Job Level,Arbeitszeitmodell,Zufriedenheit,Tenure,Fluktuation,Fluktuationswahrscheinlichkeit
2024,12,89109,Willie Lara,Weiblich,2007-04-27,Kein Austritt,Leitung Büro,Doktorrand,44,1979-12-02,E8,Ja,0,Nein,23,Nein,Ja,0,15,15,Elternzeit,3,Landeszentrale,0.42,1731,0,7,79435.96351275717,7,23,Nein,1,Homeoffice,5.627434521121938,17,0,4.9441597335514395e-05
2024,12,69244,Jonathan Williams,Männlich,2004-12-20,Kein Austritt,Abteilungsleiter,Doktorrand,53,1971-04-11,E12,Ja,5,Ja,14,Ja,Ja,2,34,11,Krankheit,1,Landeszentrale,0.73,0,2,9,91705.03437861818,3,13,Nein,1,Vollzeit,6.787242521073897,20,0,4.858412314221756e-05
2024,12,33748,Tina Mooney,Weiblich,1989-12-09,Kein Austritt,Bürokraft,Berufsausbildung,64,1960-05-04,E5,Ja,2,Nein,3,Nein,Ja,2,18,18,Krankheit,3,Büro,0.66,0,0,5,52645.11339550108,2,18,Ja,1,Homeoffice,10.0,35,0,4.8565073430941686e-05
2024,12,71129,Joel Jackson,Weiblich,1997-05-18,Kein Austritt,Unterabteilungsleiter,Doktorrand,55,1969-03-24,E10,Ja,0,Nein,12,Nein,Ja,2,42,5,Elternzeit,2,Büro,0.67,0,3,2,69977.49362242415,10,5,Nein,4,Homeoffice,9.702935029273938,27,0,4.841940892443453e-05
2024,12,34229,Dana Snyder,Weiblich,2007-08-02,Kein Austritt,Fachkraft,Masterabschluss,38,1986-05-07,E6,Ja,0,Nein,29,Ja,Ja,1,16,26,Erkrankung mit Reha,5,Büro,0.77,0,0,0,41405.11855545169,2,8,Ja,2,Vollzeit,5.512461235809543,17,0,4.836471336638908e-05
2024,12,44826,Jasmine Rodriguez,Weiblich,1996-04-04,Kein Austritt,Fachkraft,Berufsausbildung,54,1970-01-22,E6,Ja,3,Nein,13,Nein,Ja,2,17,5,Krankheit,1,Büro,0.88,2337,0,5,68242.95499035434,3,5,Nein,3,Vollzeit,6.834945273503978,28,0,4.799513061992143e-05
2024,12,96706,Cheyenne Horton,Männlich,1983-01-13,Kein Austritt,Bürokraft,Bachelorabschluss,61,1963-06-22,E5,Ja,5,Nein,6,Ja,Ja,2,21,5,Krankheit,1,Büro,0.94,278,0,Seitlicher Wechsel,53505.91100063941,4,8,Nein,Einstiegslevel,Homeoffice,10.0,41,0,4.7259186634067687e-05
2024,12,19435,Jennifer Smith,Weiblich,2004-02-11,Kein Austritt,Fachkraft,Masterabschluss,44,1979-12-03,E6,Ja,0,Nein,23,Ja,Ja,2,22,15,Sabbatical,1,Büro,0.97,0,0,6,45029.32364216967,6,22,Ja,3,Teilzeit,10.0,20,0,4.714961939037794e-05
2024,12,82018,Cathy Hess,Weiblich,2012-06-23,Kein Austritt,Unterabteilungsleiter,Doktorrand,50,1974-04-17,E10,Ja,0,Ja,17,Ja,Ja,0,41,5,Krankheit,3,Büro,0.18,0,3,6,97458.28014722202,9,11,Nein,3,Homeoffice,10.0,12,0,4.6903459677913065e-05
2024,12,43988,Sarah Meadows,Weiblich,2004-05-12,Kein Austritt,Unterabteilungsleiter,Bachelorabschluss,49,1974-12-17,E10,Ja,3,Nein,18,Ja,Ja,2,37,15,Elternzeit,1,Landeszentrale,0.6,1724,3,9,77438.41669659948,0,24,Ja,1,Vollzeit,10.0,20,0,4.661639506166634e-05
2024,12,80776,Stephanie Williams,Männlich,1996-07-07,Kein Austritt,Bürokraft,Masterabschluss,50,1974-04-18,E5,Ja,4,Ja,17,Nein,Ja,0,9,1,Krankheit,1,Bund,0.66,0,0,Beförderung,51649.68125166438,0,20,Nein,Executivelevel,Homeoffice,9.18513373395841,28,0,4.653348732883858e-05
2024,12,68768,Tammy Jones,Weiblich,2010-11-02,Kein Austritt,Abteilungsleiter,Berufsausbildung,46,1978-06-21,E12,Ja,0,Nein,21,Nein,Ja,2,42,5,Elternzeit,2,Büro,0.75,1436,2,3,96737.2208353166,2,24,Nein,2,Homeoffice,10.0,14,0,4.6486401794622925e-05
2024,12,60277,Marie Christian,Weiblich,1992-09-18,Kein Austritt,Fachkraft,Doktorrand,57,1967-06-14,E6,Ja,5,Ja,10,Nein,Ja,0,21,5,Elternzeit,3,Büro,0.39,150,0,Beförderung,67563.40708997886,10,24,Nein,Mittellevel,Homeoffice,10.0,32,0,4.6473366078157426e-05
2024,12,30052,Chad Jones,Weiblich,1994-05-16,Kein Austritt,Bürokraft,Bachelorabschluss,56,1968-02-05,E5,Ja,1,Nein,11,Nein,Ja,2,3,5,Krankheit,4,Büro,0.15,1090,0,Keine Veränderung,50088.29738732767,2,11,Ja,Mittellevel,Vollzeit,10.0,30,0,4.62647069475068e-05
2024,12,92993,Heather Ball,Männlich,2013-12-13,Kein Austritt,Abteilungsleiter,Doktorrand,42,1981-12-20,E12,Ja,5,Ja,25,Nein,Ja,0,40,29,Erkrankung mit Reha,4,Büro,0.59,3508,2,0,74281.25440107075,9,14,Nein,3,Vollzeit,5.339607632202392,11,0,4.606166240086456e-05
2024,12,28758,Anthony Rodriguez,Männlich,1984-09-21,Kein Austritt,Fachkraft,Masterabschluss,60,1964-06-23,E6,Ja,5,Nein,7,Ja,Ja,2,23,5,Krankheit,4,Landeszentrale,0.16,0,0,Beförderung,58431.09844039658,3,22,Ja,Einstiegslevel,Vollzeit,10.0,40,0,4.597454900377298e-05
2024,12,94851,Michael Thompson,Weiblich,2010-10-13,Kein Austritt,Abteilungsleiter,Masterabschluss,41,1983-01-24,E12,Ja,0,Nein,26,Ja,Ja,0,47,5,Elternzeit,4,Landeszentrale,0.49,1842,2,6,111800.0523948625,0,9,Nein,3,Teilzeit,7.504395603264602,14,0,4.5886364410706296e-05
2024,12,56350,Kyle Walsh,Weiblich,2006-02-08,Kein Austritt,Unterabteilungsleiter,Masterabschluss,43,1981-04-06,E10,Ja,0,Nein,24,Ja,Ja,2,47,5,Krankheit,2,Landeszentrale,0.94,1751,3,3,115214.0697264109,9,7,Ja,2,Vollzeit,10.0,18,0,4.5859234690515275e-05
2024,12,70931,Lori Hernandez,Männlich,1984-09-04,Kein Austritt,Bürokraft,Bachelorabschluss,56,1968-04-07,E5,Ja,3,Ja,11,Nein,Ja,1,9,5,Krankheit,2,Büro,0.97,3993,0,Seitlicher Wechsel,55897.73158505086,0,13,Nein,Mittellevel,Homeoffice,10.0,40,0,4.584720992580721e-05
2024,12,65663,Tonya Kemp,Weiblich,1999-11-25,Kein Austritt,Fachkraft,Masterabschluss,56,1968-06-19,E6,Ja,2,Nein,11,Ja,Ja,0,21,10,Krankheit,3,Büro,0.95,686,0,7,57326.12611782917,7,13,Nein,4,Teilzeit,5.763313669086626,25,0,4.5791163194873253e-05
2024,12,74722,Lauren Carson,Weiblich,1993-09-05,Kein Austritt,Bürokraft,Bachelorabschluss,46,1978-05-20,E5,Ja,1,Nein,21,Nein,Ja,1,13,0,keine,2,Büro,0.52,1070,0,Keine Veränderung,64579.419322263326,2,23,Nein,Einstiegslevel,Vollzeit,10.0,31,0,4.57586096278413e-05
2024,12,49664,Sarah Glover,Weiblich,2004-09-22,Kein Austritt,Leitung Büro,Bachelorabschluss,54,1970-03-16,E8,Ja,1,Nein,13,Nein,Ja,2,24,5,Krankheit,4,Büro,0.94,0,0,5,77727.39852315499,2,24,Nein,3,Homeoffice,10.0,20,0,4.526605954762217e-05
2024,12,31465,Matthew Moon,Männlich,1992-09-18,Kein Austritt,Fachkraft,Doktorrand,57,1967-02-06,E6,Ja,3,Nein,10,Ja,Ja,0,17,5,Elternzeit,1,Büro,0.79,4503,0,Keine Veränderung,55284.29104742926,2,18,Nein,Mittellevel,Homeoffice,9.309533733958409,32,0,4.517610673190408e-05
2024,12,36603,Angelica Clark,Weiblich,2007-01-02,Kein Austritt,Fachkraft,Berufsausbildung,43,1981-06-21,E6,Ja,4,Nein,24,Ja,Ja,1,25,15,Krankheit,4,Landeszentrale,0.43,0,0,3,42163.6091117293,0,23,Nein,2,Teilzeit,5.998461365989979,17,0,4.499000131187298e-05
2024,12,86955,Tanner Mitchell DDS,Weiblich,1991-01-04,Kein Austritt,Bürokraft,Masterabschluss,55,1969-05-27,E5,Ja,2,Nein,12,Nein,Ja,2,9,15,Sabbatical,3,Büro,0.86,0,0,Seitlicher Wechsel,55384.352989646664,3,5,Ja,Seniorlevel,Teilzeit,10.0,33,0,4.491909060034674e-05
2024,12,74928,Peter Williams,Weiblich,2007-06-08,Kein Austritt,Leitung Landeszentrale,Masterabschluss,49,1975-06-14,E10,Ja,0,Nein,18,Nein,Ja,0,30,5,Elternzeit,3,Büro,0.48,1418,1,3,96253.07975201245,3,17,Nein,4,Homeoffice,10.0,17,0,4.4749272775755794e-05
2024,12,78508,Benjamin Hines,Männlich,2020-04-15,Kein Austritt,Fachkraft,Berufsausbildung,27,1997-03-01,E6,Ja,4,Ja,40,Ja,Ja,2,15,27,Erkrankung mit Reha,5,Büro,0.16,0,0,3,59390.173865098535,1,10,Ja,2,Homeoffice,10.0,4,0,4.39249153934518e-05
2024,12,45018,Michael Lopez,Weiblich,1991-05-03,Kein Austritt,Fachkraft,Berufsausbildung,59,1965-11-06,E6,Ja,4,Nein,8,Ja,Ja,1,12,5,Krankheit,3,Büro,0.7,2511,0,Beförderung,49496.59779047985,6,17,Nein,Seniorlevel,Vollzeit,10.0,33,0,4.380084734651203e-05
2024,12,24960,Robert Dennis,Weiblich,1993-11-22,Kein Austritt,Leitung Landeszentrale,Doktorrand,56,1968-06-28,E10,Ja,3,Ja,11,Ja,Ja,2,21,10,Krankheit,1,Landeszentrale,0.47,2976,1,4,67706.13403180364,10,18,Nein,3,Vollzeit,9.194120105211258,31,0,4.359854875244621e-05
2024,12,31632,Carolyn Miller,Weiblich,1986-10-19,Kein Austritt,Bürokraft,Masterabschluss,56,1968-11-20,E5,Ja,5,Nein,11,Ja,Ja,0,15,10,Elternzeit,2,Büro,0.66,1879,0,Keine Veränderung,51407.3742683158,3,21,Nein,Executivelevel,Teilzeit,5.820694917380884,38,0,4.3561218887563326e-05
2024,12,51202,Justin Brooks,Männlich,2011-09-21,Kein Austritt,Unterabteilungsleiter,Bachelorabschluss,47,1977-08-21,E10,Ja,1,Nein,20,Nein,Ja,1,38,15,Sabbatical,5,Bund,0.8,3469,3,5,97438.09452940727,6,22,Nein,3,Vollzeit,10.0,13,0,4.354273042016628e-05
2024,12,70923,Janice Clay,Männlich,2009-03-11,Kein Austritt,Abteilungsleiter,Berufsausbildung,52,1972-02-26,E12,Ja,2,Ja,15,Nein,Ja,2,44,11,Krankheit,1,Büro,0.53,0,2,3,102951.12374770315,5,21,Nein,3,Vollzeit,6.616918765605523,15,0,4.3533500945908695e-05
2024,12,59475,Nathan Wilson,Weiblich,1999-12-22,Kein Austritt,Leitung Landeszentrale,Masterabschluss,53,1971-08-08,E10,Ja,3,Nein,14,Nein,Ja,1,23,11,Elternzeit,2,Büro,0.02,4137,1,7,108720.48246811324,3,19,Nein,1,Homeoffice,6.542590446537692,25,0,4.342872553147529e-05
2024,12,10248,Eric Moore,Weiblich,2006-04-03,Kein Austritt,Leitung Landeszentrale,Doktorrand,53,1970-12-07,E10,Ja,1,Nein,14,Nein,Ja,0,22,5,Krankheit,2,Büro,0.91,2200,1,7,93110.36658283444,10,16,Nein,1,Homeoffice,10.0,18,0,4.3327589522668814e-05
2024,12,37219,Tyler Cole,Weiblich,2000-10-24,Kein Austritt,Bürokraft,Berufsausbildung,48,1975-12-02,E5,Ja,0,Ja,19,Ja,Ja,2,11,0,keine,1,Landeszentrale,0.13,4877,0,3,53367.462321562074,4,18,Nein,4,Vollzeit,10.0,24,0,4.3034623618124366e-05
2024,12,43065,Michele Williams,Weiblich,1998-07-14,Kein Austritt,Fachkraft,Doktorrand,51,1973-06-27,E6,Ja,2,Ja,16,Ja,Ja,0,14,0,keine,1,Landeszentrale,0.21,0,0,Keine Veränderung,49098.02903859224,0,12,Nein,Mittellevel,Teilzeit,10.0,26,0,4.291391189898584e-05
2024,12,94353,Debra Reid,Männlich,1997-03-27,Kein Austritt,Abteilungsleiter,Masterabschluss,58,1966-10-16,E12,Ja,1,Nein,9,Nein,Ja,1,38,10,Krankheit,2,Büro,0.93,0,2,4,114962.14977912512,2,6,Ja,2,Homeoffice,10.0,27,0,4.281451025537108e-05
2024,12,92082,Valerie Blankenship,Männlich,1992-01-05,Kein Austritt,Abteilungsleiter,Masterabschluss,61,1963-11-01,E12,Ja,0,Ja,6,Ja,Ja,0,42,11,Krankheit,3,Büro,0.41,886,2,3,80270.33292414938,2,17,Nein,2,Vollzeit,8.242868619945806,32,0,4.267936088957623e-05
2024,12,42711,Wendy Williams,Männlich,2011-04-07,Kein Austritt,Leitung Landeszentrale,Masterabschluss,38,1986-07-26,E10,Ja,3,Nein,29,Nein,Ja,0,29,2,Krankheit,1,Büro,0.76,486,1,3,99233.11372866416,0,13,Nein,1,Teilzeit,10.0,13,0,4.261979410156581e-05
2024,12,53754,Heather Morales,Weiblich,2006-11-25,Kein Austritt,Fachkraft,Doktorrand,41,1983-11-13,E6,Ja,1,Nein,26,Ja,Ja,0,23,0,keine,2,Büro,0.26,0,0,5,55496.90377483593,4,22,Nein,4,Teilzeit,10.0,18,0,4.256933677567869e-05
2024,12,87332,Katherine Scott,Weiblich,2013-12-22,Kein Austritt,Leitung Büro,Bachelorabschluss,35,1989-03-05,E8,Ja,5,Ja,32,Nein,Ja,0,25,5,Krankheit,3,Landeszentrale,0.25,2821,0,1,95667.3725321769,5,5,Nein,1,Vollzeit,10.0,11,0,4.2301352607461343e-05
2024,12,86318,Derrick Joseph,Weiblich,1999-08-18,Kein Austritt,Unterabteilungsleiter,Bachelorabschluss,51,1973-07-09,E10,Ja,1,Nein,16,Nein,Ja,2,43,5,Krankheit,4,Büro,0.36,3199,3,7,96329.47326945968,3,6,Nein,2,Homeoffice,10.0,25,0,4.214959847853571e-05
2024,12,40595,Michelle Jacobs,Weiblich,1982-03-26,Kein Austritt,Bürokraft,Berufsausbildung,63,1961-08-01,E5,Ja,2,Ja,4,Nein,Ja,0,16,5,Sabbatical,2,Büro,0.21,0,0,Keine Veränderung,39313.382195628394,3,20,Nein,Mittellevel,Vollzeit,10.0,42,0,4.208067502739763e-05
2024,12,94351,Jerry Davenport,Männlich,2006-09-10,Kein Austritt,Fachkraft,Doktorrand,43,1981-09-14,E6,Ja,3,Ja,24,Nein,Ja,2,13,15,Krankheit,2,Bund,0.34,1657,0,8,62498.58668837959,10,13,Nein,3,Teilzeit,6.077075352587716,18,0,4.207782642307283e-05
2024,12,85341,Maria Henderson,Männlich,1986-04-19,Kein Austritt,Fachkraft,Masterabschluss,62,1962-01-20,E6,Ja,3,Nein,5,Nein,Ja,2,26,2,Elternzeit,1,Büro,0.66,0,0,Seitlicher Wechsel,59292.67298425986,2,10,Ja,Executivelevel,Teilzeit,10.0,38,0,4.18838216252882e-05
2024,12,21221,Andrew Avila,Weiblich,1982-09-27,Kein Austritt,Bürokraft,Bachelorabschluss,60,1963-12-10,E5,Ja,4,Nein,7,Nein,Ja,1,10,5,Krankheit,4,Büro,0.64,0,0,Keine Veränderung,47634.195509597856,8,7,Nein,Einstiegslevel,Homeoffice,10.0,42,0,4.186625249770893e-05
2024,12,74248,Cheryl Blevins,Männlich,2002-08-11,Kein Austritt,Leitung Landeszentrale,Doktorrand,47,1977-10-04,E10,Ja,3,Ja,20,Nein,Ja,1,29,17,Krankheit,1,Büro,0.03,55,1,0,56464.91367628238,7,15,Nein,2,Homeoffice,5.206452593516156,22,0,4.157458392531669e-05
2024,12,24646,Steven Hall,Männlich,1999-07-11,Kein Austritt,Fachkraft,Berufsausbildung,55,1969-08-15,E6,Ja,1,Ja,12,Ja,Ja,0,20,9,Krankheit,4,Landeszentrale,0.38,1477,0,10,55768.977639855184,4,10,Nein,1,Homeoffice,5.767165235366193,25,0,4.1331565590376245e-05
2024,12,80561,Jessica Bell,Weiblich,1992-10-07,Kein Austritt,Bürokraft,Doktorrand,58,1966-04-11,E5,Ja,4,Ja,9,Ja,Ja,2,20,2,Krankheit,1,Bund,0.03,0,0,0,47433.642026402034,10,9,Nein,1,Teilzeit,10.0,32,0,4.13088148116145e-05
2024,12,77882,Laura Velez,Männlich,1997-04-07,Kein Austritt,Abteilungsleiter,Bachelorabschluss,53,1971-08-03,E12,Ja,2,Ja,14,Nein,Ja,2,39,18,Krankheit,3,Büro,0.46,0,2,1,119214.52614309535,3,19,Ja,3,Teilzeit,10.0,27,0,4.122758267422323e-05
2024,12,11630,Emily Brooks,Männlich,2002-02-14,Kein Austritt,Abteilungsleiter,Doktorrand,53,1971-04-09,E12,Ja,3,Nein,14,Nein,Ja,0,35,5,Krankheit,3,Büro,0.04,0,2,7,107581.54539142964,0,6,Ja,1,Homeoffice,9.891149176411664,22,0,4.121450230753178e-05
2024,12,47512,Erin Edwards,Männlich,1988-04-09,Kein Austritt,Bürokraft,Doktorrand,59,1965-01-23,E5,Ja,3,Nein,8,Nein,Ja,1,14,5,Elternzeit,1,Büro,0.84,0,0,Beförderung,49884.86938239847,3,19,Ja,Einstiegslevel,Homeoffice,10.0,36,0,4.0851788962656e-05
2024,12,45774,Jessica Stephens,Weiblich,1993-12-21,Kein Austritt,Bürokraft,Masterabschluss,52,1972-06-22,E5,Ja,1,Ja,15,Nein,Ja,0,4,0,keine,1,Büro,0.29,103,0,Verlassen und Wiedereinstieg,50155.5189085842,9,24,Nein,Mittellevel,Homeoffice,10.0,31,0,4.0841005804743483e-05
2024,12,89944,Andres Wong,Männlich,2006-04-28,Kein Austritt,Fachkraft,Doktorrand,55,1969-06-07,E6,Ja,0,Ja,12,Nein,Ja,1,16,3,keine,3,Büro,0.05,3939,0,5,61694.510498307165,8,22,Nein,2,Vollzeit,7.825676151955145,18,0,4.0770261059433935e-05
2024,12,41499,Joel Williams,Weiblich,1993-08-18,Kein Austritt,Fachkraft,Berufsausbildung,61,1963-01-13,E6,Ja,4,Nein,6,Nein,Ja,0,27,2,Sabbatical,1,Büro,0.63,0,0,Keine Veränderung,48604.21770660526,1,9,Nein,Einstiegslevel,Teilzeit,9.854675846346964,31,0,4.069942418373314e-05
2024,12,37924,Andrew Harper,Männlich,2001-06-17,Kein Austritt,Unterabteilungsleiter,Bachelorabschluss,57,1967-01-06,E10,Ja,4,Ja,10,Nein,Ja,0,39,10,Krankheit,2,Bund,0.66,563,3,7,72648.74087034723,10,22,Nein,3,Vollzeit,10.0,23,0,4.059503584390605e-05
2024,12,20339,Michelle Hernandez,Weiblich,2010-04-28,Kein Austritt,Fachkraft,Masterabschluss,51,1973-02-19,E6,Ja,0,Nein,16,Nein,Ja,2,21,0,keine,3,Landeszentrale,0.96,2976,0,3,51380.00424905678,7,11,Nein,1,Homeoffice,10.0,14,0,4.056905630516312e-05
2024,12,17954,Larry Costa,Männlich,2002-01-18,Kein Austritt,Leitung Büro,Doktorrand,49,1975-01-25,E8,Ja,1,Nein,18,Ja,Ja,1,29,2,Elternzeit,5,Bund,0.63,4896,0,10,110387.48030167284,5,15,Nein,3,Teilzeit,10.0,22,0,4.0421904848475456e-05
2024,12,34009,Ashley Sullivan,Männlich,2012-01-23,Kein Austritt,Leitung Büro,Masterabschluss,43,1981-02-17,E8,Ja,0,Ja,24,Nein,Ja,1,18,5,Elternzeit,1,Büro,0.32,4787,0,0,96543.1817728573,7,17,Nein,1,Vollzeit,10.0,12,0,4.0345884434214594e-05
2024,12,23742,Timothy Wells,Weiblich,2003-11-25,Kein Austritt,Leitung Büro,Masterabschluss,47,1976-12-20,E8,Ja,4,Ja,20,Nein,Ja,1,24,5,Sabbatical,1,Landeszentrale,0.33,0,0,2,96207.25644946728,1,10,Nein,4,Homeoffice,10.0,21,0,4.023641221177641e-05
2024,12,87163,Shelia Cruz,Männlich,2003-06-12,Kein Austritt,Leitung Landeszentrale,Masterabschluss,51,1973-01-21,E10,Ja,3,Ja,16,Nein,Ja,2,31,11,Krankheit,1,Büro,0.38,0,1,5,115301.29476571502,2,13,Nein,3,Vollzeit,6.710652243724884,21,0,4.019024818244956e-05
2024,12,18430,Julian Williams,Weiblich,1997-10-05,Kein Austritt,Leitung Landeszentrale,Doktorrand,56,1967-12-04,E10,Ja,5,Nein,11,Ja,Ja,2,27,10,Krankheit,1,Büro,0.2,298,1,1,79585.18692667212,8,8,Nein,1,Homeoffice,9.08837448423212,27,0,4.014758802672284e-05
2024,12,94431,Justin York,Männlich,2009-11-03,Kein Austritt,Abteilungsleiter,Berufsausbildung,37,1987-01-20,E12,Ja,0,Ja,30,Nein,Ja,2,40,5,Krankheit,1,Büro,1.0,0,2,6,92461.50567996832,0,18,Nein,2,Vollzeit,10.0,15,0,4.002109947434935e-05
2024,12,11939,Michael Buchanan,Männlich,2007-09-12,Kein Austritt,Abteilungsleiter,Bachelorabschluss,46,1978-02-11,E12,Ja,4,Ja,21,Nein,Ja,0,39,2,Krankheit,4,Landeszentrale,0.22,0,2,10,68264.35109630009,1,12,Nein,4,Teilzeit,10.0,17,0,3.982657901509523e-05
2024,12,25183,Alex Ramirez,Männlich,1999-01-22,Kein Austritt,Leitung Landeszentrale,Masterabschluss,53,1970-12-02,E10,Ja,1,Nein,14,Nein,Ja,2,26,10,Krankheit,1,Büro,0.5,4004,1,0,81411.51320081085,10,14,Ja,1,Vollzeit,6.862189537683666,25,0,3.9563905535194986e-05
2024,12,88474,Melissa Jackson,Männlich,2013-01-12,Kein Austritt,Fachkraft,Doktorrand,39,1985-04-03,E6,Ja,0,Ja,28,Nein,Ja,0,21,11,Krankheit,2,Bund,0.33,0,0,6,59251.60997626956,6,7,Ja,1,Homeoffice,5.266091364038434,11,0,3.9513363081060605e-05
2024,12,99959,Jason Smith,Männlich,2010-09-01,Kein Austritt,Abteilungsleiter,Doktorrand,40,1984-11-15,E12,Ja,5,Ja,27,Ja,Ja,2,36,6,Krankheit,1,Bund,0.9,0,2,4,84560.29220168717,5,24,Nein,3,Vollzeit,8.783436184692269,14,0,3.940222007833224e-05
2024,12,70346,Dorothy Osborn,Männlich,2002-02-06,Kein Austritt,Unterabteilungsleiter,Masterabschluss,60,1964-04-21,E10,Ja,2,Ja,7,Nein,Ja,0,41,10,Elternzeit,5,Landeszentrale,0.09,0,3,2,107036.88515061878,4,10,Nein,2,Vollzeit,10.0,22,0,3.923428845582083e-05
2024,12,66537,Michael Rodriguez,Männlich,1999-11-18,Kein Austritt,Fachkraft,Bachelorabschluss,56,1968-09-06,E6,Ja,0,Nein,11,Ja,Ja,2,22,15,Krankheit,4,Büro,0.51,0,0,3,63384.24851520483,9,22,Ja,1,Vollzeit,9.311399176411664,25,0,3.921905656149925e-05
2024,12,34225,Dustin Stein,Männlich,2005-03-16,Kein Austritt,Unterabteilungsleiter,Berufsausbildung,45,1979-05-09,E10,Ja,1,Ja,22,Nein,Ja,1,36,5,Krankheit,1,Büro,0.13,0,3,10,82329.02430696927,3,25,Ja,1,Homeoffice,10.0,19,0,3.917345467925256e-05
2024,12,49961,Mr. Reginald Roman,Männlich,2009-06-13,Kein Austritt,Leitung Büro,Doktorrand,53,1971-07-20,E8,Ja,0,Ja,14,Nein,Ja,2,27,5,Krankheit,2,Büro,0.29,0,0,10,112605.35546936444,3,13,Nein,1,Homeoffice,10.0,15,0,3.899337825336627e-05
2024,12,47126,Sheila Acosta,Männlich,2010-09-26,Kein Austritt,Leitung Büro,Doktorrand,39,1984-12-04,E8,Ja,3,Ja,28,Nein,Ja,1,27,5,Krankheit,1,Büro,0.79,0,0,3,86845.69113693389,3,25,Nein,4,Homeoffice,10.0,14,0,3.874688039505419e-05
2024,12,30240,Wanda Conley,Männlich,1993-03-08,Kein Austritt,Leitung Büro,Doktorrand,61,1963-05-24,E8,Ja,1,Ja,6,Nein,Ja,0,27,16,Krankheit,2,Büro,0.8,0,0,3,111585.3559697947,6,15,Nein,3,Vollzeit,6.311297248267564,31,0,3.860896156625447e-05
2024,12,78386,Michael Wang,Männlich,1985-06-09,Kein Austritt,Fachkraft,Doktorrand,55,1969-04-08,E6,Ja,4,Nein,12,Ja,Ja,2,13,0,keine,1,Landeszentrale,0.11,4247,0,Keine Veränderung,67526.50320892627,8,9,Ja,Mittellevel,Homeoffice,10.0,39,0,3.831111306299151e-05
2024,12,45496,Jesus Becker,Weiblich,1997-08-12,Kein Austritt,Abteilungsleiter,Doktorrand,61,1963-10-04,E12,Ja,3,Nein,6,Nein,Ja,2,35,10,Krankheit,4,Landeszentrale,0.39,3250,2,2,79122.1853816587,3,17,Ja,4,Homeoffice,10.0,27,0,3.820352214925358e-05
2024,12,89482,Brenda Wright,Männlich,1990-04-17,Kein Austritt,Bürokraft,Doktorrand,58,1966-09-25,E5,Ja,5,Nein,9,Nein,Ja,2,16,5,Elternzeit,1,Büro,0.51,4578,0,Seitlicher Wechsel,50813.08974104746,0,25,Ja,Executivelevel,Vollzeit,10.0,34,0,3.810605990315795e-05
2024,12,38018,Kathryn Thomas,Weiblich,2012-09-08,Kein Austritt,Leitung Büro,Doktorrand,34,1990-10-02,E8,Ja,2,Ja,33,Nein,Ja,2,27,2,Elternzeit,1,Bund,0.15,0,0,7,71002.86053702192,8,8,Nein,3,Teilzeit,10.0,12,0,3.695302957149421e-05
2024,12,69845,Sarah Phillips,Weiblich,1998-05-23,Kein Austritt,Leitung Büro,Doktorrand,52,1972-10-25,E8,Ja,5,Nein,15,Nein,Ja,0,19,8,Elternzeit,3,Landeszentrale,0.7,2110,0,9,94232.1899099031,3,9,Nein,2,Homeoffice,7.888894851785977,26,0,3.6407429983191954e-05
2024,12,30519,Paul Sheppard,Männlich,2009-12-22,Kein Austritt,Unterabteilungsleiter,Bachelorabschluss,54,1970-04-09,E10,Ja,0,Ja,13,Nein,Ja,0,41,14,Elternzeit,1,Büro,0.17,2793,3,3,96480.4232587495,0,18,Ja,3,Vollzeit,5.768991094854871,15,0,3.632932716860183e-05
2024,12,61892,Louis Kelly,Weiblich,2002-05-27,Kein Austritt,Leitung Landeszentrale,Bachelorabschluss,58,1966-01-07,E10,Ja,3,Ja,9,Nein,Ja,1,32,10,Elternzeit,1,Büro,0.67,0,1,7,90133.37016930975,1,17,Nein,4,Vollzeit,9.495384727911087,22,0,3.5906653804631e-05
2024,12,73335,Vincent Reynolds,Weiblich,1990-05-03,Kein Austritt,Fachkraft,Doktorrand,60,1964-11-13,E6,Ja,5,Ja,7,Ja,Ja,0,16,5,Krankheit,2,Landeszentrale,0.95,2129,0,Beförderung,50554.66414569843,7,16,Ja,Mittellevel,Homeoffice,9.487731535888022,34,0,3.5881429249751775e-05
2024,12,59509,Adam Cruz,Männlich,1999-02-25,Kein Austritt,Unterabteilungsleiter,Bachelorabschluss,62,1962-03-12,E10,Ja,0,Ja,5,Nein,Ja,0,39,20,Elternzeit,5,Landeszentrale,0.38,0,3,7,91292.1671307982,3,20,Nein,4,Vollzeit,5.3171687656055235,25,0,3.58663372169375e-05
