Year,Month,Employee_ID,Name,Gender,Hiring Date,Exit Date,Position,Education Level,Age,Birthdate,Salary Group,Basic Education,Internal Training,Planned Position,Time Until Retirement,Married,Children,Vacation Days Taken,Overtime,Absence Days,Absence Reason,Annual Performance Review,Location,Switching Readiness,Training Costs,Number of Subordinates,Job Role Progression,Salary,Workplace Flexibility,Team Size,Coaching,Job Level,Work Model,Satisfaction,Status,Tenure,Turnover,Churn Probability
2024,12,15965,Dr. Kelly Hammond DVM,Male,2010-01-01,No Exit,Office Clerk,Master Degree,59,1965-05-21,E5,Yes,0,No,8,Yes,Yes,0,12,0,Parental Leave,5,Headquarters,0.87,1644,0,No Change,110380.59141557546,10,6,No,Entry Level,Full-time,7.974793934419068,Active,14,0,0.0021997963015293236
2024,12,87656,Penny Bowman,Male,2010-01-01,No Exit,Specialist,Vocational Training,53,1971-04-26,E6,Yes,0,No,14,Yes,Yes,2,18,0,none,5,Office,0.01,0,0,No Change,49093.76231103735,2,14,No,Mid Level,Homeoffice,10.0,Active,14,0,0.0021997963015293236
2024,12,73335,Vincent Reynolds,Male,2010-01-01,No Exit,Specialist,Doctoral Candidate,55,1969-01-16,E6,Yes,1,No,12,No,Yes,1,19,0,none,5,Office,0.22,0,0,Promotion,59735.18594654955,10,22,No,Mid Level,Full-time,10.0,Active,14,0,0.0021997963015293236
2024,12,61049,Amy Martinez,Male,2010-01-01,No Exit,Specialist,Doctoral Candidate,54,1970-03-27,E6,Yes,0,No,13,Yes,Yes,0,22,0,none,4,Office,0.59,0,0,Lateral Move,42399.87910319921,6,7,No,Senior Level,Full-time,10.0,Active,14,0,0.0021997963015293236
2024,12,85631,Christopher Morris,Male,2010-01-01,No Exit,Office Clerk,Vocational Training,61,1963-07-11,E5,Yes,4,Yes,6,Yes,Yes,1,14,19,Illness,4,Office,0.41,1407,0,Lateral Move,92210.49461587452,9,14,Yes,Executive Level,Part-time,9.04,Active,14,0,0.0021997963015293236
2024,12,99974,Sarah King,Female,2010-01-01,No Exit,Specialist,Master Degree,54,1970-10-02,E6,Yes,0,No,13,No,Yes,2,24,0,none,4,Office,0.81,3904,0,Leave and Rejoin,62279.99098299128,9,11,Yes,Mid Level,Full-time,10.0,Active,14,0,0.0021997963015293236
2024,12,77449,Krista Martinez,Female,2010-02-17,No Exit,Office Clerk,Bachelor Degree,39,1985-02-23,E5,Yes,3,No,28,No,Yes,0,23,0,none,4,Office,0.06,0,0,Lateral Move,102958.51698431771,6,7,No,Senior Level,Part-time,10.0,Active,14,0,0.0021997963015293236
2024,12,44687,Todd Moore,Male,2010-01-01,No Exit,Department Head,Master Degree,56,1968-01-18,E12,Yes,3,No,11,No,Yes,1,28,0,Parental Leave,1,Office,0.69,3388,2,No Change,85685.54759864858,8,23,Yes,Executive Level,Full-time,10.0,Active,14,0,0.0021997963015293236
2024,12,56984,Kristy Bryan,Female,2010-01-01,No Exit,Specialist,Doctoral Candidate,47,1977-11-02,E6,Yes,2,No,20,No,Yes,2,25,0,none,2,Headquarters,0.54,0,0,Lateral Move,52966.73567228192,10,24,Yes,Executive Level,Homeoffice,10.0,Active,14,0,0.0021997963015293236
2024,12,16028,Marilyn Wang,Female,2010-04-18,No Exit,Office Clerk,Vocational Training,39,1985-04-24,E5,Yes,2,Yes,28,No,Yes,2,9,0,none,4,Headquarters,0.0,4211,0,Leave and Rejoin,116159.8276937498,2,14,Yes,Entry Level,Homeoffice,10.0,Active,14,0,0.0021997963015293236
2024,12,38569,Donna Frye,Female,2010-01-01,No Exit,Specialist,Master Degree,57,1967-01-14,E6,Yes,4,No,10,Yes,Yes,2,13,8,Illness,1,Office,0.14,687,0,No Change,51257.47056853135,4,16,Yes,Senior Level,Full-time,7.452694917380882,Active,14,0,0.0021997963015293236
2024,12,75338,Rebecca Hicks,Male,2010-09-19,No Exit,Office Clerk,Vocational Training,39,1985-09-25,E5,Yes,4,No,28,Yes,Yes,0,10,0,Parental Leave,2,Office,0.05,4713,0,Lateral Move,86868.46238595346,4,16,No,Entry Level,Full-time,9.2,Active,14,0,0.0021997963015293236
2024,12,67132,Joshua Vance,Female,2010-01-01,No Exit,Office Clerk,Master Degree,59,1965-06-09,E5,Yes,5,Yes,8,No,Yes,0,8,0,Parental Leave,4,Headquarters,0.23,0,0,Lateral Move,92146.80236397784,5,18,Yes,Entry Level,Full-time,10.0,Active,14,0,0.0021997963015293236
2024,12,48696,Brandon Fleming,Male,2010-01-01,No Exit,Specialist,Doctoral Candidate,57,1966-12-04,E6,Yes,4,No,10,Yes,Yes,0,21,0,Parental Leave,5,Office,0.63,0,0,Leave and Rejoin,48634.07802462587,6,22,Yes,Mid Level,Homeoffice,6.830795259823736,Active,14,0,0.0021997963015293236
2024,12,42530,Lawrence Harrington,Male,2010-01-01,No Exit,Assistant Department Head,Master Degree,44,1980-08-03,E10,Yes,3,No,23,Yes,Yes,0,47,0,,2,Federal,0.07,353,3,Promotion,91821.85146104518,4,9,No,Mid Level,Homeoffice,10.0,Active,14,0,0.0021997963015293236
2024,12,62976,Steve Paul,Female,2010-01-01,No Exit,Office Clerk,Bachelor Degree,55,1969-06-10,E5,Yes,1,Yes,12,Yes,Yes,0,20,0,,5,Office,0.19,3882,0,No Change,69479.03389879201,5,5,Yes,Entry Level,Part-time,5.928331535888022,Active,14,0,0.0021997963015293236
2024,12,62994,Monica Miller,Female,2010-01-01,No Exit,Office Clerk,Master Degree,54,1970-08-05,E5,Yes,0,Yes,13,Yes,Yes,0,21,0,none,4,Office,0.33,3564,0,Promotion,71850.12114022404,3,25,Yes,Entry Level,Homeoffice,10.0,Active,14,0,0.0021997963015293236
2024,12,67091,Samantha Gardner,Female,2010-01-01,No Exit,Office Clerk,Doctoral Candidate,39,1985-01-03,E5,Yes,0,No,28,No,Yes,1,16,0,none,1,Office,0.65,4325,0,Lateral Move,85163.61376538003,5,11,No,Senior Level,Full-time,10.0,Active,14,0,0.0021997963015293236
2024,12,30232,Bobby Guerrero,Female,2010-01-01,No Exit,Office Clerk,Vocational Training,53,1971-07-28,E5,Yes,0,Yes,14,No,Yes,0,17,0,none,2,Office,0.46,0,0,Promotion,119996.50364056844,5,11,No,Executive Level,Homeoffice,9.87713373395841,Active,14,0,0.0021997963015293236
2024,12,73242,Heather Williams,Male,2010-01-01,No Exit,Office Clerk,Bachelor Degree,43,1981-09-19,E5,Yes,4,No,24,Yes,Yes,0,10,0,none,2,Federal,0.11,4290,0,No Change,94355.04649376024,2,16,Yes,Executive Level,Full-time,10.0,Active,14,0,0.0021997963015293236
2024,12,65057,Meghan Cisneros,Female,2010-01-01,No Exit,Specialist,Doctoral Candidate,62,1962-10-09,E6,Yes,2,No,5,No,Yes,0,20,0,,3,Office,0.94,66,0,No Change,51288.87066990628,8,22,No,Entry Level,Homeoffice,10.0,Active,14,0,0.0021997963015293236
2024,12,48680,James Bradley,Male,2010-01-01,No Exit,Office Clerk,Master Degree,61,1963-05-26,E5,Yes,4,No,6,Yes,Yes,0,25,0,Parental Leave,1,Headquarters,0.79,0,0,No Change,100091.84140762902,8,11,Yes,Senior Level,Part-time,10.0,Active,14,0,0.0021997963015293236
2024,12,87607,Jodi Roach,Male,2010-01-01,No Exit,Specialist,Master Degree,49,1975-05-09,E6,Yes,0,No,18,Yes,Yes,0,22,0,none,4,Office,0.71,0,0,Promotion,51005.990086994614,10,17,No,Mid Level,Full-time,10.0,Active,14,0,0.0021997963015293236
2024,12,50730,Meghan Rush,Female,2010-01-01,No Exit,Office Clerk,Vocational Training,52,1972-03-27,E5,Yes,1,Yes,15,No,Yes,1,18,0,none,5,Federal,0.62,2372,0,Promotion,73150.40530676137,5,25,Yes,Senior Level,Part-time,10.0,Active,14,0,0.0021997963015293236
2024,12,97835,Phillip Berry,Male,2010-01-01,No Exit,Specialist,Bachelor Degree,57,1967-06-02,E6,Yes,1,No,10,No,Yes,2,20,18,Illness,2,Office,0.39,0,0,Lateral Move,67483.3072297999,0,16,Yes,Mid Level,Full-time,10.0,Active,14,0,0.0021997963015293236
2024,12,91691,Jennifer Banks,Female,2010-01-01,No Exit,Office Clerk,Vocational Training,58,1966-09-08,E5,Yes,2,No,9,Yes,Yes,2,13,0,Parental Leave,2,Office,0.45,600,0,No Change,95735.94529540656,1,5,No,Senior Level,Homeoffice,6.147133733958409,Active,14,0,0.0021997963015293236
2024,12,65069,Brian Fitzgerald,Male,2010-01-01,No Exit,Specialist,Bachelor Degree,51,1973-08-13,E6,Yes,5,Yes,16,No,Yes,2,13,0,none,3,Office,0.48,526,0,Promotion,50788.46156602205,5,15,No,Mid Level,Homeoffice,10.0,Active,14,0,0.0021997963015293236
2024,12,93746,Zachary Mitchell,Male,2010-01-01,No Exit,Specialist,Master Degree,53,1971-11-24,E6,Yes,2,Yes,14,No,Yes,0,21,15,Illness,4,Office,0.93,0,0,No Change,51077.090517729026,10,22,No,Senior Level,Homeoffice,10.0,Active,14,0,0.0021997963015293236
2024,12,67125,Katherine Martinez,Female,2010-01-21,No Exit,Specialist,Doctoral Candidate,39,1985-01-27,E6,Yes,2,Yes,28,No,Yes,0,19,0,none,3,Office,0.52,1326,0,No Change,63041.86501926973,10,19,Yes,Senior Level,Full-time,10.0,Active,14,0,0.0021997963015293236
2024,12,81582,Anthony Gonzales,Female,2010-01-01,No Exit,Specialist,Bachelor Degree,54,1970-03-25,E6,Yes,1,No,13,No,Yes,0,22,0,Parental Leave,1,Office,0.58,0,0,Promotion,56424.414769210875,5,11,No,Executive Level,Full-time,5.241472578492955,Active,14,0,0.0021997963015293236
2024,12,89806,Kenneth Edwards,Female,2010-01-01,No Exit,Specialist,Doctoral Candidate,56,1968-04-26,E6,Yes,4,Yes,11,No,Yes,0,13,5,Illness,4,Headquarters,0.17,4648,0,No Change,63393.54638696161,7,24,No,Executive Level,Homeoffice,10.0,Active,14,0,0.0021997963015293236
2024,12,42951,Keith Rodriguez,Male,2010-01-01,No Exit,Office Manager,Vocational Training,57,1967-10-17,E8,Yes,0,Yes,10,Yes,Yes,0,30,0,Parental Leave,3,Federal,0.66,0,0,No Change,102135.434544175,1,16,No,Entry Level,Homeoffice,10.0,Active,14,0,0.0021997963015293236
2024,12,79588,Mr. Alexander Landry MD,Female,2010-06-02,No Exit,Office Clerk,Doctoral Candidate,39,1985-06-08,E5,Yes,4,Yes,28,No,Yes,2,12,0,none,3,Office,0.93,0,0,Lateral Move,84500.16918682591,5,5,Yes,Mid Level,Homeoffice,10.0,Active,14,0,0.0021997963015293236
2024,12,53065,Kelly Edwards,Male,2010-08-19,No Exit,Office Clerk,Vocational Training,39,1985-08-25,E5,Yes,1,No,28,Yes,Yes,2,11,1,Illness,5,Headquarters,0.7,1419,0,Lateral Move,73774.8963785661,8,20,No,Senior Level,Full-time,8.81533153588802,Active,14,0,0.0021997963015293236
2024,12,48974,Raymond Le,Male,2010-01-01,No Exit,Department Head,Bachelor Degree,61,1963-04-06,E12,Yes,3,Yes,6,Yes,Yes,0,30,10,Illness,5,Office,0.73,0,2,Promotion,75977.57155145668,10,13,Yes,Executive Level,Full-time,10.0,Active,14,0,0.0021997963015293236
2024,12,85849,David Grant,Male,2010-01-01,No Exit,Office Clerk,Doctoral Candidate,56,1968-05-06,E5,Yes,2,Yes,11,Yes,Yes,0,10,0,Sabbatical,3,Office,0.76,0,0,Lateral Move,92267.10743233224,7,6,Yes,Executive Level,Homeoffice,10.0,Active,14,0,0.0021997963015293236
2024,12,42850,Gregory Peck,Female,2010-01-01,No Exit,Specialist,Vocational Training,43,1981-08-04,E6,Yes,0,Yes,24,Yes,Yes,2,29,3,Illness,5,Office,0.83,1900,0,No Change,61813.46810805927,2,22,Yes,Mid Level,Part-time,6.756694917380883,Active,14,0,0.0021997963015293236
2024,12,71524,Denise Martinez,Male,2010-01-01,No Exit,Office Clerk,Vocational Training,51,1973-05-28,E5,Yes,2,No,16,No,Yes,1,15,0,none,1,Office,0.45,201,0,No Change,78893.35555532663,3,14,No,Senior Level,Full-time,10.0,Active,14,0,0.0021997963015293236
2024,12,71537,Tina Ballard,Male,2010-01-01,No Exit,Office Clerk,Doctoral Candidate,45,1978-12-19,E5,Yes,5,Yes,22,Yes,Yes,1,15,1,Illness,2,Office,0.24,2093,0,Leave and Rejoin,82256.24405189237,7,6,Yes,Executive Level,Homeoffice,8.921675846346963,Active,14,0,0.0021997963015293236
2024,12,69510,Dale Ryan,Male,2010-01-01,No Exit,Department Head,Master Degree,48,1976-08-16,E12,Yes,3,No,19,No,Yes,0,32,5,Illness,5,Office,0.87,0,2,Lateral Move,74743.81879330694,8,6,Yes,Mid Level,Homeoffice,10.0,Active,14,0,0.0021997963015293236
2024,12,34727,Jason Love,Male,2010-09-16,No Exit,Office Clerk,Bachelor Degree,39,1985-09-22,E5,Yes,0,No,28,No,Yes,0,15,0,Sabbatical,4,Office,0.4,0,0,Leave and Rejoin,71647.68501954344,6,18,No,Executive Level,Homeoffice,8.474793934419068,Active,14,0,0.0021997963015293236
2024,12,26547,Sherry Woods,Female,2010-01-01,No Exit,Specialist,Doctoral Candidate,45,1979-06-12,E6,Yes,2,Yes,22,Yes,Yes,1,23,0,none,3,Office,0.91,2092,0,No Change,63038.404969445866,8,23,No,Mid Level,Homeoffice,10.0,Active,14,0,0.0021997963015293236
2024,12,71605,Victor Morris,Female,2010-01-01,No Exit,Office Clerk,Master Degree,45,1979-11-08,E5,Yes,1,No,22,Yes,Yes,2,24,0,Parental Leave,1,Office,0.66,0,0,No Change,74953.06848985431,3,14,No,Executive Level,Full-time,7.920984178454212,Active,14,0,0.0021997963015293236
2024,12,73654,Susan Davis,Female,2010-01-01,No Exit,Office Clerk,Bachelor Degree,45,1979-01-18,E5,Yes,1,Yes,22,No,Yes,2,19,0,Illness with rehab,2,Office,0.52,0,0,Promotion,76041.30084304318,6,7,Yes,Senior Level,Full-time,10.0,Active,14,0,0.0021997963015293236
2024,12,26551,Kimberly Sharp,Female,2010-01-01,No Exit,Office Clerk,Bachelor Degree,55,1969-10-01,E5,Yes,0,Yes,12,No,Yes,0,11,0,none,1,Office,0.08,0,0,No Change,89889.55836509496,8,17,No,Mid Level,Part-time,10.0,Active,14,0,0.0021997963015293236
2024,12,64321,Douglas Sanders,Female,2013-03-01,No Exit,Specialist,Master Degree,40,1984-09-02,E6,Yes,2,Yes,27,No,Yes,0,15,0,Sabbatical,4,Headquarters,0.74,2443,0,6,59286.9117131247,4,14,Yes,2,Full-time,6.217894917380883,Active,11,0,0.0021997963015293236
2024,12,55236,Jennifer Simpson DVM,Female,2010-01-01,No Exit,Specialist,Doctoral Candidate,58,1966-02-23,E6,Yes,1,Yes,9,No,Yes,2,23,15,Illness,5,Office,0.6,4232,0,Lateral Move,59405.97145258947,8,19,Yes,Mid Level,Homeoffice,10.0,Active,14,0,0.0021997963015293236
2024,12,14278,Tammy Mcdowell,Female,2010-01-01,No Exit,Office Clerk,Bachelor Degree,41,1983-02-21,E5,Yes,5,No,26,Yes,Yes,0,16,0,none,2,Office,0.58,0,0,No Change,122405.20276880602,1,9,No,Senior Level,Homeoffice,10.0,Active,14,0,0.0021997963015293236
2024,12,91973,Nancy Brown,Female,2010-01-01,No Exit,Specialist,Master Degree,51,1972-12-12,E6,Yes,3,Yes,16,Yes,Yes,1,30,0,none,3,Office,0.16,1522,0,Promotion,45353.0376404062,1,13,Yes,Executive Level,Part-time,10.0,Active,14,0,0.0021997963015293236
2024,12,42816,Ashley Smith,Female,2010-01-01,No Exit,Specialist,Bachelor Degree,51,1973-06-27,E6,Yes,4,No,16,Yes,Yes,0,13,0,Illness with rehab,4,Office,0.01,1803,0,Promotion,48499.47525622666,6,9,No,Entry Level,Part-time,10.0,Active,14,0,0.0021997963015293236
2024,12,73532,Michael Johnson,Male,2010-01-01,No Exit,Specialist,Doctoral Candidate,51,1973-09-21,E6,Yes,0,Yes,16,No,Yes,2,20,0,none,4,Office,0.93,0,0,No Change,40257.826661149506,2,19,No,Entry Level,Homeoffice,10.0,Active,14,0,0.0021997963015293236
2024,12,34586,Louis Martin,Female,2010-01-01,No Exit,Specialist,Doctoral Candidate,53,1971-08-11,E6,Yes,0,Yes,14,No,Yes,2,21,19,Illness,3,Office,0.48,0,0,No Change,53691.27206197084,1,15,No,Senior Level,Homeoffice,10.0,Active,14,0,0.0021997963015293236
2024,12,65255,Cindy Gomez,Male,2010-01-01,No Exit,Office Clerk,Vocational Training,45,1979-05-17,E5,Yes,1,Yes,22,Yes,Yes,1,12,5,Illness,5,Office,0.98,0,0,Promotion,71967.65399795193,6,13,No,Senior Level,Part-time,5.985534037694434,Active,14,0,0.0021997963015293236
2024,12,12011,Johnny Khan,Female,2010-01-01,No Exit,Office Clerk,Bachelor Degree,50,1974-02-16,E5,Yes,3,Yes,17,Yes,Yes,2,13,0,none,2,Headquarters,0.39,0,0,No Change,77332.36492650537,4,16,Yes,Entry Level,Part-time,10.0,Active,14,0,0.0021997963015293236
2024,12,14067,Pamela Diaz,Male,2010-01-01,No Exit,Office Clerk,Bachelor Degree,48,1976-11-01,E5,Yes,1,Yes,19,No,Yes,1,19,0,,3,Office,0.46,0,0,Leave and Rejoin,103318.59491324978,6,15,Yes,Mid Level,Full-time,6.545331535888021,Active,14,0,0.0021997963015293236
2024,12,73464,Kelly Lee,Female,2010-01-01,No Exit,Specialist,Bachelor Degree,52,1972-10-11,E6,Yes,0,Yes,15,No,Yes,0,21,0,Parental Leave,3,Office,0.89,1032,0,Leave and Rejoin,50765.70646891889,8,23,Yes,Executive Level,Part-time,7.459384178454211,Active,14,0,0.0021997963015293236
2024,12,71433,Barbara Hester,Male,2010-01-01,No Exit,Office Clerk,Bachelor Degree,51,1973-08-09,E5,Yes,1,No,16,No,Yes,1,6,0,none,2,Federal,0.03,0,0,No Change,94238.90011343482,2,19,Yes,Entry Level,Full-time,10.0,Active,14,0,0.0021997963015293236
2024,12,87832,Larry Robertson,Male,2010-01-01,No Exit,Office Clerk,Bachelor Degree,51,1973-04-26,E5,Yes,0,No,16,No,Yes,1,9,0,none,4,Office,0.67,0,0,Promotion,80527.10212860555,4,6,Yes,Senior Level,Full-time,10.0,Active,14,0,0.0021997963015293236
2024,12,42780,Nancy Evans MD,Female,2010-01-01,No Exit,Specialist,Bachelor Degree,52,1972-05-12,E6,Yes,1,Yes,15,No,Yes,0,20,0,none,4,Office,0.14,794,0,Lateral Move,49878.19111104839,5,21,Yes,Senior Level,Part-time,9.035533733958408,Active,14,0,0.0021997963015293236
2024,12,83772,Lisa Randall,Male,2010-01-01,No Exit,Specialist,Bachelor Degree,53,1970-12-05,E6,Yes,0,Yes,14,No,Yes,1,20,0,none,4,Headquarters,0.9,4001,0,No Change,55575.88403209856,1,6,No,Mid Level,Full-time,10.0,Active,14,0,0.0021997963015293236
2024,12,89887,Kim Erickson,Male,2010-01-01,No Exit,Office Clerk,Vocational Training,43,1980-12-14,E5,Yes,5,Yes,24,No,Yes,1,15,0,Parental Leave,3,Headquarters,0.43,1676,0,No Change,109877.6171943382,5,22,No,Senior Level,Full-time,5.415331535888022,Active,14,0,0.0021997963015293236
2024,12,63271,Robert Richardson,Male,2010-10-19,No Exit,Office Clerk,Vocational Training,39,1985-10-25,E5,Yes,1,No,28,Yes,Yes,1,15,12,Illness,5,Headquarters,0.41,0,0,No Change,107634.19641411449,0,19,Yes,Executive Level,Full-time,5.137133733958408,Active,14,0,0.0021997963015293236
2024,12,89905,Veronica Silva,Male,2010-01-01,No Exit,Office Clerk,Master Degree,50,1973-12-19,E5,Yes,2,Yes,17,No,Yes,2,8,0,none,5,Headquarters,0.7,1677,0,Promotion,80772.76562845995,0,15,Yes,Entry Level,Full-time,10.0,Active,14,0,0.0021997963015293236
2024,12,38705,John Coffey,Male,2010-01-01,No Exit,Office Clerk,Bachelor Degree,49,1975-11-22,E5,Yes,2,Yes,18,No,Yes,0,12,0,none,2,Office,0.2,0,0,No Change,83160.13339808614,10,22,Yes,Entry Level,Part-time,10.0,Active,14,0,0.0021997963015293236
2024,12,30517,Paula Lane,Female,2010-01-01,No Exit,Specialist,Doctoral Candidate,45,1979-05-16,E6,Yes,4,No,22,No,Yes,2,22,0,none,4,Headquarters,0.06,924,0,Lateral Move,48028.123082968516,6,14,Yes,Entry Level,Homeoffice,10.0,Active,14,0,0.0021997963015293236
2024,12,59192,Lauren Jackson,Male,2010-01-01,No Exit,Office Clerk,Doctoral Candidate,54,1969-12-27,E5,Yes,3,Yes,13,No,Yes,1,19,0,none,3,Headquarters,0.84,0,0,Promotion,72995.69722429565,2,10,Yes,Entry Level,Part-time,10.0,Active,14,0,0.0021997963015293236
2024,12,97358,Tony Smith,Male,2013-03-01,No Exit,Assistant Department Head,Master Degree,56,1968-06-19,E10,Yes,3,Yes,11,No,Yes,0,41,10,Illness,5,Headquarters,0.82,0,3,4,71151.26169290917,5,14,Yes,4,Homeoffice,10.0,Active,11,0,0.0021997963015293236
2024,12,21439,Allen Stanley,Male,2014-03-01,No Exit,Office Clerk,Doctoral Candidate,44,1980-01-16,E5,Yes,2,No,23,No,Yes,0,17,0,none,3,Office,0.07,0,0,0,98161.0196170334,6,9,Yes,4,Homeoffice,10.0,Active,10,0,0.0021997963015293236
2024,12,39649,Michele Davis,Female,2013-03-01,No Exit,Specialist,Bachelor Degree,55,1969-04-06,E6,Yes,3,No,12,Yes,Yes,1,22,9,Illness,2,Office,0.62,0,0,7,48980.463996922175,1,7,Yes,4,Full-time,5.76778320081219,Active,11,0,0.0021997963015293236
2024,12,87455,Timothy Howard,Male,2020-01-01,No Exit,Specialist,Vocational Training,52,1972-06-27,E6,Yes,1,No,15,Yes,Yes,1,24,0,none,3,Headquarters,0.65,0,0,6,48480.31776640457,3,17,No,1,Full-time,10.0,Active,4,0,0.0021997963015293236
2024,12,37225,Kevin Berry,Male,2021-09-01,No Exit,Specialist,Doctoral Candidate,55,1969-03-24,E6,Yes,0,Yes,12,No,Yes,1,15,0,none,4,Office,0.33,687,0,1,48246.16016056941,6,18,No,3,Homeoffice,10.0,Active,3,0,0.0021997963015293236
2024,12,47182,Jennifer Anderson,Female,2021-09-01,No Exit,Assistant Department Head,Vocational Training,53,1971-08-28,E10,Yes,4,No,14,No,Yes,1,34,0,Sabbatical,1,Office,0.58,0,3,4,93180.49806454864,0,22,Yes,3,Part-time,6.136025022758629,Active,3,0,0.0021997963015293236
2024,12,39250,Tyler Miranda,Male,2021-09-01,No Exit,Department Head,Doctoral Candidate,41,1983-03-04,E12,Yes,5,Yes,26,No,Yes,1,35,5,Illness,4,Office,0.85,0,2,6,115508.33920670292,4,21,No,2,Full-time,10.0,Active,3,0,0.0021997963015293236
2024,12,75890,Robert Shepherd,Male,2021-09-01,No Exit,Department Head,Doctoral Candidate,44,1980-10-23,E12,Yes,4,Yes,23,Yes,Yes,2,34,17,Illness,3,Headquarters,0.22,0,2,9,107443.871114868,7,11,Yes,2,Homeoffice,10.0,Active,3,0,0.0021997963015293236
2024,12,23378,Steven Swanson,Female,2021-09-01,No Exit,Headquarters Manager,Vocational Training,56,1968-08-16,E10,Yes,1,No,11,Yes,Yes,0,26,0,,4,Office,0.9,3095,1,9,99319.43642977644,0,18,Yes,3,Part-time,8.114610532366363,Active,3,0,0.0021997963015293236
2024,12,44845,Wesley Bowers,Female,2021-09-01,No Exit,Headquarters Manager,Master Degree,52,1972-04-20,E10,Yes,4,Yes,15,No,Yes,2,27,0,Parental Leave,1,Office,0.82,1974,1,3,90378.74957500234,3,9,No,1,Part-time,6.575579781718812,Active,3,0,0.0021997963015293236
2024,12,31648,Maurice Graham,Male,2022-07-01,No Exit,Office Manager,Vocational Training,51,1973-04-03,E8,Yes,2,Yes,16,No,Yes,0,20,0,Parental Leave,1,Office,0.01,4388,0,1,84273.20881772897,2,9,No,2,Part-time,10.0,Active,2,0,0.0021997963015293236
2024,12,97388,Kenneth Watkins,Female,2022-07-01,No Exit,Specialist,Master Degree,43,1981-03-10,E6,Yes,1,Yes,24,No,Yes,2,14,0,none,3,Office,0.06,235,0,10,60968.557374513715,0,15,No,3,Part-time,9.492151692693922,Active,2,0,0.0021997963015293236
2024,12,76258,Stacey Davis,Male,2022-07-01,No Exit,Department Head,Doctoral Candidate,47,1977-09-27,E12,Yes,5,No,20,Yes,Yes,2,25,0,,4,Headquarters,0.0,1332,2,4,104728.23619080576,3,9,No,4,Homeoffice,8.342868609305745,Active,2,0,0.0021997963015293236
2024,12,91412,Amanda Hodge,Male,2022-07-01,No Exit,Headquarters Manager,Doctoral Candidate,59,1965-01-09,E10,Yes,5,Yes,8,Yes,Yes,2,35,0,Parental Leave,5,Office,0.71,0,1,0,65013.89140743645,1,24,Yes,2,Full-time,5.722741933095898,Active,2,0,0.0021997963015293236
2024,12,20400,Jason Gomez,Female,2022-07-01,No Exit,Office Clerk,Vocational Training,34,1990-07-06,E5,Yes,2,Yes,33,No,Yes,0,21,0,,5,Office,0.25,959,0,5,74892.32073603511,2,25,Yes,3,Full-time,7.101918938648135,Active,2,0,0.0021997963015293236
2024,12,73547,Vanessa Cunningham,Male,2022-07-01,No Exit,Assistant Department Head,Bachelor Degree,32,1992-06-06,E10,Yes,2,No,35,Yes,Yes,0,41,10,Illness,5,Office,0.32,0,3,5,80688.4365795245,7,8,Yes,3,Part-time,6.038923841267057,Active,2,0,0.0021997963015293236
2024,12,10964,Mark Santos,Male,2022-07-01,No Exit,Office Clerk,Bachelor Degree,38,1986-02-03,E5,Yes,0,No,29,Yes,Yes,1,9,0,none,4,Headquarters,0.63,0,0,0,89158.75717591413,2,24,Yes,4,Homeoffice,10.0,Active,2,0,0.0021997963015293236
2024,12,71353,Michael Walker,Male,2022-07-01,No Exit,Office Manager,Bachelor Degree,33,1991-04-06,E8,Yes,2,Yes,34,Yes,Yes,1,22,4,Illness,5,Office,0.28,4824,0,2,115794.08861002284,5,17,Yes,4,Part-time,8.126002835194134,Active,2,0,0.0021997963015293236
2024,12,41749,Michael Watkins,Female,2022-07-01,No Exit,Assistant Department Head,Doctoral Candidate,56,1968-01-12,E10,Yes,0,No,11,No,Yes,0,39,0,Parental Leave,1,Office,0.85,683,3,5,81483.15561269081,1,10,Yes,2,Homeoffice,9.779455255726193,Active,2,0,0.0021997963015293236
2024,12,49923,Brenda Bradley,Male,2021-09-01,No Exit,Specialist,Doctoral Candidate,49,1974-12-14,E6,Yes,3,Yes,18,No,Yes,0,18,0,none,4,Headquarters,0.48,767,0,9,56802.17645824783,9,6,Yes,4,Full-time,10.0,Active,3,0,0.0021997963015293236
2024,12,23421,Jonathan Glover,Male,2021-09-01,No Exit,Department Head,Master Degree,41,1983-07-20,E12,Yes,1,Yes,26,No,Yes,2,37,13,Illness,5,Headquarters,0.66,0,2,7,75874.67166554688,1,9,No,3,Homeoffice,6.1447456032645995,Active,3,0,0.0021997963015293236
2024,12,70631,Michael Travis,Female,2021-09-01,No Exit,Department Head,Doctoral Candidate,60,1964-04-20,E12,Yes,0,No,7,Yes,Yes,0,31,7,Illness,2,Office,1.0,3550,2,8,82520.37336079525,10,24,Yes,3,Part-time,8.592345321457474,Active,3,0,0.0021997963015293236
2024,12,28329,Robert Thompson,Female,2020-12-01,No Exit,Specialist,Doctoral Candidate,48,1976-11-09,E6,Yes,4,No,19,No,Yes,2,21,0,,1,Office,0.21,2221,0,7,59690.57501144552,1,21,Yes,4,Homeoffice,9.177672578492952,Active,4,0,0.0021997963015293236
2024,12,66595,Meagan West,Male,2020-12-01,No Exit,Office Manager,Vocational Training,47,1977-02-17,E8,Yes,3,No,20,Yes,Yes,2,21,0,,5,Headquarters,0.12,3135,0,6,81376.62065798923,9,9,Yes,2,Homeoffice,8.29381673088075,Active,4,0,0.0021997963015293236
